Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
Celie,Female,6,11,8,10,12,11,10,6,Education
Celina,Female,10,10,6,6,10,7,11,9,Military and Security
Celinda,Male,11,12,6,10,11,10,6,12,Business and management
Celine,Female,7,8,8,9,12,8,8,9,Health and medicine
Celinka,Male,8,9,10,9,9,8,11,9,Agriculture
Celisse,Male,9,9,8,8,7,6,12,11,Military and Security
Celka,Male,6,8,10,6,10,7,12,10,Education
Celle,Female,12,12,7,9,8,7,7,11,Health and medicine
celle,Female,10,10,10,12,8,11,8,10,Communications
Cervante,Female,12,12,9,9,12,8,6,12,Law and public policy
cesn,Male,12,11,11,9,6,9,8,12,Law and public policy
Cesya,Female,6,8,7,12,11,7,11,8,Law and public policy
Cha,Male,7,11,9,9,9,6,6,9,Agriculture
Chad,Male,11,11,6,7,11,7,7,7,Communications
chaddoc,Female,6,11,6,6,6,7,9,7,Health and medicine
chadwel,Female,7,11,8,7,6,7,7,6,Communications
chadwic,Male,9,11,10,7,12,11,9,12,Architecture & Construction Jobs
chaffi,Male,7,11,7,9,9,6,8,11,Law and public policy
Chai,Male,6,7,11,8,10,10,12,8,Engineering
chalifou,Male,12,6,8,9,12,8,12,10,Law and public policy
chal,Female,6,6,12,6,9,10,9,6,Agriculture
challeno,Male,9,8,9,7,6,8,9,6,Agriculture
challone,Female,11,6,8,10,6,11,10,10,Education
chalmer,Female,8,6,9,9,8,9,10,11,Health and medicine
chamberlai,Male,12,8,11,9,12,6,7,9,Engineering
chamberlayn,Male,10,6,12,6,7,10,6,10,Engineering
chamber,Male,7,12,8,11,6,11,7,10,Computing
Chamber,Female,6,10,6,7,7,7,9,11,Art
chamle,Female,6,10,9,8,8,7,9,7,Art
champagn,Male,12,6,11,8,12,7,9,8,Communications
champion de crespign,Female,8,6,12,12,11,9,7,11,Computing
Chanc,Female,7,11,8,11,7,9,12,11,Agriculture
Chancello,Female,8,6,12,12,7,12,8,9,Military and Security
chanc,Female,12,10,6,7,9,8,7,11,Agriculture
Chanda,Male,8,8,8,9,6,11,8,12,Computing
Chandal,Female,12,10,8,9,6,7,10,10,Architecture & Construction Jobs
chandle,Female,7,11,12,7,10,9,7,11,Agriculture
Chandle,Female,6,12,10,8,7,9,6,6,Engineering
Chandra,Female,12,12,12,6,8,10,10,7,Business and management
Chane,Male,7,12,8,11,11,12,11,10,Health and medicine
chane,Female,12,12,10,7,6,8,10,7,Art
Chane,Female,6,9,11,6,7,8,9,12,Business and management
Chan,Male,8,10,7,8,10,10,9,12,Business and management
Channa,Female,10,6,7,9,11,8,10,10,Education
Chantal,Female,9,6,8,9,10,11,9,11,Art
Chantalle,Male,12,12,10,6,8,10,11,8,Architecture & Construction Jobs
chapli,Female,7,10,9,10,7,7,10,6,Communications
chapma,Female,11,12,10,11,8,11,10,12,Education
chapme,Female,7,7,8,9,7,7,6,9,Communications
chappel,Female,12,8,6,7,10,10,7,8,Law and public policy
charg,Female,8,6,7,9,11,8,8,7,Business and management
Charil,Female,9,10,6,9,12,6,10,12,Computing
Charin,Female,9,10,11,7,10,11,11,8,Architecture & Construction Jobs
Charis,Male,12,11,12,9,11,11,8,10,Computing
Charissa,Male,9,6,6,7,9,9,12,6,Military and Security
Charisse,Female,7,10,11,6,6,11,6,9,Education
Charita,Male,10,12,6,9,10,11,10,8,Architecture & Construction Jobs
Charity,Male,12,11,8,6,6,7,8,10,Health and medicine
Charla,Male,6,7,8,6,10,12,8,8,Architecture & Construction Jobs
Charlean,Male,7,12,10,6,11,9,8,8,Architecture & Construction Jobs
Charle,Male,6,8,8,8,8,7,12,7,Architecture & Construction Jobs
Charleen,Female,9,12,8,12,11,9,10,11,Computing
Charlena,Female,7,9,8,6,11,7,7,6,Computing
Charlene,Male,9,9,6,12,6,7,8,8,Engineering
charle,Female,9,12,10,7,11,10,6,10,Business and management
charleswort,Female,6,12,7,12,10,9,10,6,Agriculture
charlewoo,Male,7,6,6,12,8,7,10,6,Law and public policy
Charli,Female,12,9,7,12,12,7,12,8,Business and management
Charline,Male,6,6,12,6,9,9,10,12,Education
Charliz,Male,10,9,9,9,10,10,6,10,Engineering
Charlot,Male,10,12,12,7,9,10,7,11,Architecture & Construction Jobs
Charlotta,Female,6,11,9,7,9,9,8,12,Art
Charlott,Female,7,8,11,9,8,6,6,9,Agriculture
Charlotte,Male,12,7,6,11,11,10,11,9,Business and management
charlto,Male,12,12,8,12,6,12,7,9,Agriculture
Charmain,Female,7,12,6,9,9,8,8,8,Computing
Charmaine,Male,7,7,8,8,6,12,10,6,Education
Charmane,Male,6,6,7,10,9,10,11,10,Business and management
Charmian,Male,10,9,7,10,9,10,8,9,Agriculture
Charmine,Female,10,8,6,11,8,8,12,9,Agriculture
Charmion,Female,12,10,7,9,10,11,12,12,Communications
charnle,Male,8,9,12,12,7,8,6,10,Computing
charnoc,Female,10,7,7,6,8,6,11,11,Art
Charo,Male,8,7,12,10,10,6,6,7,Computing
charte,Female,9,6,12,10,6,12,12,12,Health and medicine
charter,Female,7,7,8,6,7,11,10,9,Computing
Charyl,Female,8,8,6,6,12,10,8,9,Architecture & Construction Jobs
Chas,Male,10,11,7,6,11,8,10,8,Architecture & Construction Jobs
Chasit,Female,7,8,7,9,12,6,11,7,Law and public policy
Chastity,Female,12,10,7,10,7,9,11,9,Computing
chate,Male,12,10,7,7,8,11,6,8,Military and Security
chatterto,Male,10,7,12,9,9,12,11,7,Communications
Chave,Male,7,7,9,6,10,6,9,9,Health and medicine
Cha,Male,7,6,7,6,10,11,7,9,Architecture & Construction Jobs
cheatha,Female,9,10,8,9,10,7,7,9,Law and public policy
chee,Male,6,8,11,9,12,11,7,7,Computing
chee,Female,7,6,8,8,6,10,11,6,Engineering
cheesema,Female,8,6,10,9,10,8,6,6,Business and management
cheetha,Female,9,8,8,12,6,12,11,12,Business and management
chekle,Female,9,10,9,11,8,6,9,11,Law and public policy
Chelsae,Male,10,12,11,8,11,10,11,6,Military and Security
Chelsea,Female,12,8,12,11,10,12,10,11,Agriculture
Chelsey,Female,8,10,8,11,11,11,9,11,Engineering
Chelsie,Female,12,7,10,7,8,9,11,8,Computing
Chelsy,Male,12,6,8,9,7,10,11,6,Law and public policy
chene,Female,8,6,11,12,12,7,7,12,Military and Security
Cher,Male,12,6,8,12,10,7,10,7,Computing
Chere,Male,10,7,10,11,10,9,6,12,Art
Cherey,Female,8,12,8,7,6,6,6,6,Communications
Cheri,Male,8,7,12,7,6,8,11,7,Art
Cherianne,Female,6,8,9,9,12,9,8,8,Communications
Cherice,Male,9,6,9,12,12,6,11,7,Education
Cherida,Female,10,10,10,8,6,12,6,10,Computing
Cherie,Female,9,8,9,12,11,11,6,11,Agriculture
Cherilyn,Male,7,8,10,10,6,12,11,10,Military and Security
Cherilynn,Male,11,11,7,11,10,10,8,11,Engineering
Cherin,Female,8,9,6,6,7,9,12,6,Military and Security
Cherise,Male,6,12,7,11,10,8,7,12,Health and medicine
Cheris,Female,8,9,12,7,12,10,11,7,Military and Security
Cherish,Male,12,8,11,10,9,8,7,8,Communications
Cherlyn,Male,9,7,12,6,11,12,10,9,Health and medicine
Cherri,Male,10,8,8,12,11,10,8,6,Business and management
Cherrita,Male,12,6,8,7,9,11,8,8,Business and management
cherr,Female,11,6,7,7,10,6,7,7,Health and medicine
Cherr,Male,11,6,8,6,12,6,6,9,Computing
Cherry,Male,9,12,7,8,10,12,6,10,Business and management
Chery,Male,7,7,9,7,7,11,9,10,Business and management
Cherye,Female,6,7,11,11,10,9,8,12,Business and management
Cheryl,Male,9,10,6,10,9,7,11,8,Education
Cheslie,Male,9,6,9,10,9,10,11,6,Business and management
cheste,Male,7,10,8,7,12,11,12,9,Military and Security
chestnu,Female,10,8,10,12,7,12,6,11,Art
chetha,Female,11,12,11,9,12,10,8,10,Computing
chettl,Male,8,10,12,8,12,6,11,10,Communications
chetwood aike,Female,6,12,7,7,8,7,12,8,Military and Security
chetwyn,Female,6,10,6,12,10,9,9,9,Computing
Cheyann,Female,6,7,9,6,8,12,11,11,Agriculture
Cheyenn,Female,8,11,9,8,8,12,11,7,Agriculture
Chiarra,Male,7,7,8,11,8,10,8,6,Health and medicine
chiasso,Female,10,10,6,7,7,11,9,10,Engineering
Chickie,Male,9,8,7,6,10,10,11,6,Art
Chicky,Female,10,11,6,11,9,8,9,11,Engineering
Chikul,Female,11,8,12,12,9,8,8,11,Architecture & Construction Jobs
chilco,Female,12,6,10,11,6,6,9,10,Health and medicine
chil,Female,12,12,6,9,7,11,9,8,Art
childres,Male,9,8,7,6,6,11,8,9,Engineering
child,Male,8,8,10,7,11,8,10,10,Agriculture
chinnoc,Male,11,12,7,7,6,12,10,9,Business and management
Chiquia,Female,6,7,8,8,8,6,6,12,Engineering
Chiquita,Female,12,10,9,10,6,10,8,6,Communications
chishol,Female,9,7,6,7,10,8,9,10,Education
chisna,Female,9,12,8,8,7,11,11,6,Computing
chisnal,Female,8,11,7,11,6,8,9,11,Law and public policy
Chlo,Female,8,7,10,7,10,9,8,8,Art
Chloe,Female,7,6,9,9,7,7,9,10,Health and medicine
Chloette,Male,7,6,6,11,7,7,11,8,Law and public policy
Chloris,Female,12,10,8,7,6,8,7,9,Art
Cho,Female,7,10,10,8,11,9,8,8,Architecture & Construction Jobs
cholmle,Female,6,8,8,9,9,7,12,8,Health and medicine
chorlto,Male,9,6,7,11,6,12,9,12,Health and medicine
Chris,Male,10,8,8,9,8,11,11,12,Art
Chrissie,Female,10,8,8,8,6,10,11,11,Computing
Chrissy,Male,11,6,6,10,8,7,9,10,Computing
Christa,Male,10,11,11,7,8,12,9,7,Law and public policy
Christabel,Female,6,6,6,6,11,9,10,10,Communications
Christabella,Male,9,8,11,12,8,8,12,12,Computing
Christal,Female,7,8,6,7,10,8,11,11,Law and public policy
Christalle,Male,11,12,7,8,9,8,11,7,Business and management
Christan,Male,7,10,6,12,12,8,11,9,Art
Christean,Female,6,6,11,11,12,6,8,12,Health and medicine
Christel,Male,9,9,10,9,11,6,10,9,Law and public policy
Christen,Male,10,7,11,7,7,10,7,6,Engineering
Christi,Female,11,9,9,11,10,6,9,12,Architecture & Construction Jobs
christia,Male,9,6,10,7,11,10,7,10,Communications
Christia,Female,12,6,8,8,7,11,7,12,Agriculture
Christian,Male,8,11,6,9,7,11,10,11,Military and Security
christian,Female,6,6,12,6,8,12,11,8,Education
Christiana,Female,11,7,6,11,8,9,11,6,Military and Security
Christiane,Female,9,12,7,10,11,12,9,6,Military and Security
christi,Male,12,10,6,9,6,9,11,8,Health and medicine
Christie,Male,7,9,11,10,12,11,9,6,Communications
Christin,Male,11,8,12,10,10,9,11,8,Communications
Christin,Female,12,12,6,6,8,7,10,8,Art
Christina,Male,6,10,6,7,8,12,7,8,Health and medicine
christin,Male,8,11,11,6,11,9,7,12,Law and public policy
Christin,Female,10,10,10,10,12,11,10,11,Engineering
Christine,Female,9,9,8,7,6,9,7,9,Art
christopher coope,Female,6,7,11,9,9,8,11,12,Agriculture
christopherso,Male,10,10,7,11,11,6,6,7,Business and management
Christy,Male,10,9,11,12,11,11,6,11,Military and Security
Christye,Male,8,12,10,7,7,12,11,9,Computing
Christyna,Female,7,8,11,8,11,7,11,9,Architecture & Construction Jobs
Chrysa,Male,11,10,7,6,7,11,12,6,Computing
Chrysler,Male,9,11,9,10,7,6,8,11,Communications
Chrystal,Female,9,10,10,6,9,11,12,12,Law and public policy
Chryste,Female,8,12,8,10,6,12,10,12,Communications
Chrystel,Male,9,7,9,6,8,11,6,7,Architecture & Construction Jobs
churc,Male,9,10,8,12,10,10,8,7,Engineering
Churc,Female,6,9,9,10,10,8,12,10,Law and public policy
churchil,Female,10,11,12,11,9,8,10,12,Computing
churchill,Female,12,9,9,11,8,11,7,9,Agriculture
Cicely,Male,11,9,7,8,10,12,8,8,Architecture & Construction Jobs
Cicily,Female,6,11,8,12,8,11,11,10,Business and management
Ciel,Female,8,9,9,9,11,9,7,6,Military and Security
Cilka,Female,11,11,11,11,6,9,8,9,Health and medicine
Cinda,Male,12,10,8,6,9,12,8,6,Art
Cindee,Male,8,6,6,6,8,6,6,10,Education
Cindelyn,Female,6,12,6,9,9,8,12,7,Agriculture
Cinderella,Female,10,6,11,10,10,6,6,7,Military and Security
Cindi,Male,10,7,11,11,9,8,8,10,Art
Cindie,Male,7,9,6,7,9,11,11,10,Education
Cindra,Male,10,10,12,10,9,12,8,8,Architecture & Construction Jobs
Cindy,Male,6,12,10,10,6,9,6,11,Computing
Cinnamon,Male,11,9,9,12,11,11,12,7,Architecture & Construction Jobs
Cissiee,Female,6,6,9,9,9,9,12,6,Education
Cissy,Female,11,10,8,8,11,9,6,9,Architecture & Construction Jobs
Clair,Female,9,12,12,7,12,10,11,12,Communications
Claire,Female,9,10,7,12,8,7,9,9,Computing
clairmont,Female,8,7,10,9,7,9,12,6,Education
clanc,Male,11,12,10,9,12,9,6,6,Law and public policy
clapcot,Female,7,11,11,8,7,6,11,7,Military and Security
clapha,Male,12,10,6,9,10,7,6,10,Art
claphamso,Male,12,8,10,12,9,8,7,6,Computing
clapperto,Male,11,10,6,10,9,9,8,10,Agriculture
clapto,Female,11,10,12,6,11,11,9,8,Agriculture
Clara,Female,9,10,12,8,10,6,12,6,Communications
Clarabelle,Male,11,6,8,12,7,11,9,7,Computing
clar,Female,6,9,11,6,10,6,12,10,Education
Clare,Male,10,6,10,8,6,6,8,7,Communications
Claresta,Female,8,7,9,6,11,11,11,8,Art
Clareta,Female,7,8,7,11,6,8,7,9,Law and public policy
Claretta,Female,9,12,10,12,8,6,6,8,Law and public policy
Clarette,Male,10,11,12,8,8,11,8,10,Military and Security
Clarey,Male,8,7,12,9,6,12,10,10,Business and management
Clari,Male,12,6,8,8,10,12,8,6,Communications
Claribel,Female,11,10,11,7,8,11,11,9,Communications
Clarice,Male,9,10,9,7,7,7,8,8,Agriculture
claridg,Female,6,8,8,10,7,8,8,7,Engineering
Clarie,Female,12,6,7,8,7,12,6,12,Computing
Clarinda,Female,11,9,12,8,9,6,6,8,Communications
Clarine,Female,10,12,8,9,12,8,9,11,Architecture & Construction Jobs
Clarissa,Female,11,10,6,7,7,10,12,6,Architecture & Construction Jobs
Clarisse,Male,11,11,11,9,7,8,11,11,Health and medicine
Clarita,Male,7,8,12,10,12,6,7,12,Education
clar,Male,6,6,10,12,6,6,10,7,Agriculture
clark,Female,12,7,12,8,8,11,6,7,Business and management
clark,Male,8,7,7,10,6,12,12,6,Engineering
Clark,Male,9,10,8,8,8,7,12,8,Law and public policy
clarkso,Male,10,8,9,6,9,12,9,12,Architecture & Construction Jobs
clarto,Female,10,8,7,8,12,9,9,10,Agriculture
Clary,Male,6,12,11,9,9,11,9,6,Education
Claude,Female,9,6,10,11,6,7,8,9,Law and public policy
Claudelle,Female,12,7,12,6,9,10,12,9,Agriculture
Claudetta,Female,9,11,10,8,11,9,7,12,Architecture & Construction Jobs
Claudette,Female,10,6,8,6,8,6,10,10,Health and medicine
Claudi,Male,10,6,10,11,6,11,10,11,Education
Claudia,Male,8,11,6,10,8,12,12,9,Law and public policy
Claudie,Female,12,12,7,7,11,12,8,7,Engineering
Claudina,Female,6,8,7,10,9,10,11,9,Art
Claudine,Female,12,12,7,10,12,12,8,10,Education
clawso,Female,12,10,6,8,12,12,11,12,Communications
cla,Female,8,6,11,9,8,9,7,10,Engineering
clayto,Male,8,11,12,11,6,6,12,6,Business and management
Clayto,Female,9,7,7,7,11,7,9,9,Architecture & Construction Jobs
Clea,Female,9,9,11,12,6,7,9,12,Military and Security
cleark,Male,9,12,11,11,6,9,6,7,Education
cleave,Male,12,6,12,7,9,6,8,7,Communications
cleg,Female,12,12,8,7,6,9,9,10,Communications
clelan,Male,10,9,11,8,7,6,9,9,Law and public policy
Clem,Male,11,7,12,7,11,8,8,7,Law and public policy
Clemence,Male,8,9,11,12,12,12,9,11,Art
clemen,Female,10,10,11,8,8,9,6,6,Computing
Clementia,Male,7,12,11,7,6,7,8,11,Education
Clementina,Female,10,7,9,11,8,6,7,9,Business and management
Clementine,Female,10,6,7,7,11,8,10,6,Business and management
clement,Male,7,10,10,11,11,7,6,12,Agriculture
Clement,Male,6,11,11,8,12,11,12,8,Agriculture
Clemmie,Male,8,7,8,10,11,11,12,11,Computing
clemmo,Female,6,12,10,11,6,7,11,10,Art
Clemmy,Female,6,6,11,8,9,10,9,9,Health and medicine
clem,Female,10,10,10,9,9,10,8,12,Computing
Cleo,Male,8,6,7,12,9,9,9,9,Engineering
Cleopatra,Female,12,10,9,8,8,11,7,9,Education
Clerissa,Male,12,12,10,8,7,9,9,12,Business and management
clewe,Male,7,8,7,10,7,10,11,7,Communications
cliffor,Female,12,12,9,12,8,10,9,11,Architecture & Construction Jobs
clifto,Male,12,7,8,8,10,8,6,12,Law and public policy
clim,Female,9,7,9,8,11,12,11,8,Communications
climpso,Female,11,6,8,9,8,8,10,7,Engineering
Clin,Female,9,11,11,7,8,8,10,8,Education
clinkar,Female,6,8,11,9,10,7,6,8,Military and Security
clinseale,Male,8,7,6,9,9,7,10,12,Business and management
Clinto,Female,11,7,12,8,7,10,9,6,Education
Clio,Female,8,11,10,10,7,10,6,6,Art
clissol,Female,12,10,6,7,11,9,10,12,Education
Clo,Female,9,11,9,10,12,9,6,9,Law and public policy
Cloe,Male,8,6,11,12,6,6,6,10,Health and medicine
clont,Male,12,8,12,12,7,12,11,6,Architecture & Construction Jobs
Cloris,Male,8,9,10,9,6,6,11,8,Business and management
clos,Male,9,8,7,8,11,11,9,12,Art
closso,Female,9,9,10,11,7,10,11,10,Agriculture
Clotilda,Female,12,10,11,12,8,8,6,11,Computing
cloug,Male,12,10,12,9,8,7,7,8,Architecture & Construction Jobs
Clovis,Female,9,10,10,12,8,6,7,10,Military and Security
clo,Male,10,8,12,6,9,6,9,12,Art
clowe,Male,10,8,8,12,7,10,8,10,Art
clunes,Male,7,7,8,11,11,9,8,11,Military and Security
clyd,Male,7,12,10,7,11,9,6,7,Art
coackle,Female,12,7,6,9,8,12,8,6,Health and medicine
coa,Female,10,8,12,6,11,8,9,9,Communications
coa,Male,8,10,7,8,6,8,12,7,Art
coate,Female,10,12,12,8,8,10,6,7,Architecture & Construction Jobs
coathu,Male,11,8,6,7,9,6,8,11,Law and public policy
coatswort,Male,6,12,8,10,12,12,12,12,Law and public policy
coa,Female,12,8,7,11,12,6,10,12,Military and Security
cob,Male,6,7,6,12,8,8,7,11,Military and Security
Cob,Female,6,10,7,10,11,12,10,11,Business and management
cobha,Male,11,8,7,7,6,10,12,12,Health and medicine
cobur,Male,6,9,9,7,8,6,7,10,Health and medicine
cocciard,Male,8,7,7,7,6,8,9,10,Agriculture
cocciardi-miln,Male,12,7,10,11,7,12,9,10,Agriculture
Cochra,Male,11,8,12,9,10,6,9,12,Business and management
cochran,Male,11,12,11,9,6,11,6,7,Military and Security
coc,Female,7,6,7,11,7,8,10,11,Military and Security
cockbon,Female,11,9,11,9,11,10,6,9,Architecture & Construction Jobs
cockbur,Male,11,12,9,6,10,10,10,7,Architecture & Construction Jobs
cockcrof,Male,6,6,10,7,10,12,9,6,Engineering
cock,Female,9,11,11,9,9,6,6,7,Computing
cocke,Female,7,10,9,11,6,10,12,12,Communications
cockeral,Female,10,9,11,9,11,11,11,11,Education
cocket,Female,11,9,9,8,8,11,11,10,Agriculture
cockin,Male,12,9,12,6,7,10,8,8,Art
cock,Female,12,9,12,6,10,11,11,7,Communications
cocksha,Male,10,6,12,7,12,11,9,11,Law and public policy
cockshoo,Male,6,12,12,12,11,6,6,6,Art
coddingto,Male,8,10,6,10,6,8,9,11,Education
Codee,Male,8,8,12,6,8,6,9,6,Computing
Codi,Male,11,9,7,7,10,7,8,8,Agriculture
Codie,Female,9,6,8,6,9,7,9,10,Health and medicine
Cody,Male,11,8,11,6,6,12,8,11,Military and Security
cofe,Male,11,9,12,10,9,6,6,9,Computing
coffma,Female,12,12,9,11,8,9,10,11,Education
cogga,Male,10,11,11,10,9,9,8,8,Art
coggan,Male,7,12,10,10,10,8,10,8,Law and public policy
coggin,Male,10,7,9,10,10,12,6,7,Military and Security
coggun,Female,10,7,7,7,8,12,10,7,Business and management
coghil,Male,12,12,7,11,9,6,9,7,Military and Security
Cohe,Female,7,8,7,9,10,10,11,12,Law and public policy
coke,Male,7,11,6,10,9,8,12,7,Agriculture
colb,Female,10,8,7,6,11,7,11,7,Education
Colcloug,Female,12,6,11,11,9,7,9,8,Education
col,Female,7,11,10,12,7,9,9,8,Architecture & Construction Jobs
Col,Female,9,10,10,12,6,12,8,12,Architecture & Construction Jobs
colebroo,Female,7,12,11,7,11,7,10,12,Art
Coleen,Male,9,6,8,9,10,11,6,7,Art
colema,Female,11,10,10,6,6,7,12,10,Architecture & Construction Jobs
Colema,Female,7,9,10,9,9,12,6,11,Art
Colene,Female,10,7,7,6,7,12,12,10,Art
cole,Female,12,10,6,10,8,8,6,9,Engineering
Coletta,Male,8,6,12,6,10,10,8,11,Law and public policy
Colette,Female,12,8,7,10,9,8,9,10,Military and Security
cole,Male,11,7,11,11,7,11,8,9,Art
Coli,Male,8,8,12,11,9,12,8,6,Architecture & Construction Jobs
colin,Female,12,7,12,12,11,7,12,11,Health and medicine
Colleen,Male,7,11,6,8,10,7,11,7,Law and public policy
Collen,Male,12,12,12,7,7,11,7,9,Business and management
Collete,Female,6,10,11,11,6,11,11,6,Agriculture
Collette,Male,11,6,11,8,6,10,7,6,Agriculture
colle,Female,10,8,12,12,9,7,8,9,Architecture & Construction Jobs
Collie,Female,6,12,10,9,12,7,6,7,Architecture & Construction Jobs
collie,Male,6,10,10,8,6,10,10,10,Law and public policy
colliga,Female,9,11,12,9,6,10,8,11,Agriculture
Colline,Male,12,8,12,8,9,8,12,12,Agriculture
colling,Female,7,9,9,8,8,8,12,12,Military and Security
colling,Male,6,9,8,9,6,10,7,10,Engineering
collingwoo,Male,8,8,6,8,6,10,9,8,Business and management
collin,Male,9,7,9,10,11,11,11,12,Art
collinso,Male,7,9,6,6,6,10,9,11,Computing
colli,Female,9,9,9,8,6,9,10,10,Art
Colly,Female,12,6,11,6,11,12,8,11,Architecture & Construction Jobs
collye,Male,9,10,12,7,10,7,7,6,Law and public policy
colma,Female,6,12,10,6,11,7,10,12,Architecture & Construction Jobs
colquit,Male,12,12,9,12,9,12,6,7,Health and medicine
colsto,Male,11,9,10,7,12,11,9,8,Art
coltar,Male,6,7,11,10,12,11,6,11,Health and medicine
Colte,Female,8,10,9,7,6,12,10,11,Communications
colung,Male,8,8,11,8,7,10,12,11,Law and public policy
colve,Male,10,8,11,7,9,12,10,12,Health and medicine
colvill,Female,12,8,8,10,12,9,9,8,Communications
colvi,Female,6,9,11,8,9,7,7,7,Education
coma,Male,9,8,6,6,12,10,11,10,Computing
comb,Male,8,8,10,6,10,11,12,10,Military and Security
Comb,Female,9,6,12,9,8,11,7,10,Law and public policy
commo,Male,7,7,12,9,12,11,11,7,Law and public policy
common,Male,11,12,9,7,11,6,12,7,Architecture & Construction Jobs
compto,Male,12,12,7,11,6,12,8,6,Business and management
compton-hal,Male,11,9,7,7,8,11,8,7,Education
Con,Male,9,9,6,12,8,6,8,11,Education
Concettina,Male,7,12,9,7,8,10,10,12,Engineering
Conchita,Female,6,11,10,9,11,7,7,8,Computing
Concordia,Male,7,6,8,8,12,7,12,11,Communications
conde,Male,8,8,8,12,7,9,9,8,Business and management
congalto,Male,9,9,11,7,12,10,8,8,Health and medicine
conier,Female,11,11,12,8,11,8,10,8,Military and Security
conigrav,Male,10,7,6,10,10,11,8,10,Law and public policy
conle,Female,12,10,7,11,6,12,12,6,Education
con,Female,9,10,8,10,8,7,8,12,Communications
conneb,Female,8,8,11,8,11,12,7,7,Communications
connel,Male,12,9,7,7,9,8,9,7,Agriculture
conne,Female,7,7,6,9,7,12,12,6,Engineering
conner,Female,11,6,6,7,6,7,6,7,Military and Security
Conni,Female,8,12,6,9,8,8,11,11,Art
Connie,Female,9,9,10,9,8,12,12,9,Art
conno,Female,8,12,8,8,7,10,7,6,Military and Security
Conno,Female,11,12,10,8,9,12,12,11,Engineering
Conny,Female,6,9,7,8,8,12,9,8,Architecture & Construction Jobs
conoll,Male,7,7,10,11,11,9,8,12,Architecture & Construction Jobs
Cono,Female,11,10,9,9,12,10,8,12,Art
Conra,Male,11,8,9,8,12,11,11,10,Education
conro,Female,8,7,11,9,8,7,12,9,Engineering
consfield,Female,10,9,7,12,9,7,8,12,Business and management
Consolata,Male,8,8,10,9,7,11,10,6,Engineering
constabl,Male,9,7,6,6,7,7,12,7,Military and Security
constanc,Male,10,10,12,6,9,10,7,11,Education
Constance,Female,8,8,8,8,12,6,6,7,Business and management
Constancia,Female,11,6,8,12,10,11,9,10,Health and medicine
Constancy,Male,8,12,6,11,10,11,12,10,Art
Constanta,Female,10,7,10,11,6,6,10,7,Computing
Constantia,Male,9,8,7,6,9,9,11,9,Art
Constantina,Female,10,7,12,9,9,7,10,9,Education
Constantine,Male,12,7,8,11,6,11,9,11,Business and management
